1467528180,1577085518
486564278,486564278
1577085518,1577085518
1467528180,-2046058600
-515932785,-515932785
486564278,-515932785
486564278,1577085518
1467528180,1561860757
-515932785,193642462
1467528180,1467528180
1467528180,854849403
193642462,193642462
1467528180,458954580
1561860757,458954580
854849403,854849403
458954580,458954580
-1497153642,-1185934349
1467528180,-1644404251
-1497153642,991009712
1561860757,1577085518
458954580,1577085518
-2046058600,-2046058600
486564278,-2046058600
486564278,458954580
486564278,1467528180
486564278,854849403
486564278,1561860757
