-1801087429,1201854091
1961569557,571165941
487012711,487012711
-134657831,-134657831
-1801087429,942226202
-1801087429,-1819937163
-1860720331,1047832301
-1801087429,-1255764973
-652712392,-652712392
-1801087429,-331897053
-1801087429,1650569533
-1801087429,-405100859
621356368,2068163271
197538249,-1282044628
1584581394,1584581394
-1801087429,1441198281
-1626194318,-131941513
-1801087429,32091331
-1870222493,24929495
1961569557,604070617
-1801087429,-871194854
-531819316,-531819316
-1801087429,1220591556
-1801087429,-270309710
-1801087429,216788907
-1801087429,-313403315
-1801087429,892938308
-1801087429,-690980409
-1801087429,1690132436
-1360869149,-1360869149
-1801087429,-948022644
-1801087429,-239724327
1452135030,-509386585
-1801087429,-83724789
-134657831,720175125
-1801087429,145996642
-134657831,2130599967
-1801087429,-1418144087
-2057459708,-1801087429
-2037013040,857040692
-1626194318,-221544830
-1801087429,1900464098
2068163271,2068163271
-1801087429,-394579016
-1801087429,-369297097
1961569557,-2057459708
-1225818300,491888334
-2037013040,1986967205
-1801087429,-1110441889
198430129,198430129
-1801087429,-1465527356
-1801087429,-1914768245
-1801087429,52353611
-1801087429,-1519612929
1961569557,-1078067493
183969021,720175125
-710220532,24929495
-381839965,24929495
-1801087429,2072597195
600395150,-1801087429
-1801087429,-677900636
1835655066,-531819316
-1801087429,1766116377
-1801087429,1467759297
1986967205,-964378718
617370859,-918942443
621356368,-282142066
-1801087429,-1449256782
-1801087429,529969849
-1801087429,637516110
-1801087429,1668466391
1986967205,98669521
-1801087429,-707845068
-1801087429,-1371345488
-1801087429,1620619016
-1860720331,-1644404251
-1801087429,505618836
1835655066,-514626040
-509386585,-509386585
-1801087429,-594051325
-1801087429,1933149859
-1801087429,-1360017074
-1801087429,1738876440
1961569557,99793265
-160459605,-160459605
-1801087429,-1828300186
1204013735,1204013735
-1801087429,-2026335558
1814357344,1814357344
-1847198178,-1801087429
-1801087429,-2065178836
-1801087429,-2024707371
-1801087429,-509310990
-124597652,24929495
-1801087429,1782654399
1961569557,451616324
-291109622,-1801087429
-2037013040,-2037013040
-1870222493,-1870222493
1961569557,384687699
-1801087429,-5453335
1961569557,-1097896397
-1801087429,843277764
-1225818300,720175125
-1801087429,1672107494
1961569557,1835655066
-1801087429,-1190960979
-1801087429,-373386263
491888334,-160459605
-1801087429,509005194
-694156142,-1644404251
675991413,-1801087429
621356368,857040692
-951789940,-1801087429
-1801087429,-534608942
-1801087429,1063159435
-710220532,-710220532
1961569557,73463418
-1801087429,701441046
883081567,-1801087429
1835655066,519424646
-584806685,-1995245841
1961569557,-485228073
-1801087429,1665397400
-1801087429,1250019643
-1801087429,-1720507313
-1801087429,-929241287
-1801087429,1056587479
-1801087429,1022593238
-1801087429,101852607
-1282044628,197538249
-1070002767,-1070002767
-1801087429,-58056594
-1801087429,950735001
1986967205,-733640534
-1801087429,-644251766
487012711,24929495
-652712392,-471439348
-1864139573,-1864139573
-1801087429,-778613873
-871194854,-871194854
-1801087429,-859560801
1204013735,24929495
-1801087429,2013721623
-1801087429,-539573848
-221544830,-221544830
-1801087429,744514616
-134657831,-221544830
1961569557,1097411397
1390465663,-871194854
554200696,-33012052
-1801087429,1863891194
1986967205,1427783620
-1801087429,436847107
-1801087429,1362333529
621356368,-617145923
-1225818300,-509386585
-1801087429,-860745510
183969021,183969021
491888334,59745858
-1801087429,1620079795
-1801087429,1390465663
621356368,1584581394
-1801087429,-352351973
-1801087429,-1242794094
-1801087429,863825338
1986967205,-1670516603
-694156142,-509386585
436847107,436847107
-514626040,24929495
-1282044628,-694156142
2130599967,1986967205
-1225818300,1047832301
-1801087429,-688145104
-1801087429,-470225869
-1801087429,796403126
-1801087429,-1040902595
-1801087429,1578849829
-1801087429,695527356
198430129,24929495
-878496390,-1801087429
1067862573,1067862573
-1801087429,-844845126
1986967205,1986967205
-163830266,1814357344
-1801087429,1194598673
-1801087429,-1204789214
-1860720331,-694156142
-1801087429,915386871
-1282044628,621356368
-1801087429,-1158306469
-1801087429,384687699
1693424691,24929495
-1801087429,1568684764
621356368,1452135030
235307786,235307786
308708682,308708682
491888334,-282142066
-1860720331,-509386585
1961569557,-630388249
1835655066,-1801087429
-1801087429,-1263743991
-1225818300,1380812698
621356368,-134657831
477235052,24929495
-1801087429,2053061283
-1801087429,217588604
-1801087429,1274707068
-163830266,-965977256
183969021,-1182776793
491888334,621356368
-1801087429,-1722434650
1631770821,-1801087429
-1801087429,-1342289793
-1801087429,2103448504
-1801087429,-483425945
59745858,59745858
1961569557,-291109622
-1801087429,-300703119
491888334,-1070002767
-1801087429,954359857
1961569557,223271653
-1225818300,-1626194318
-1801087429,-571422953
-1801087429,-1308678492
1961569557,675991413
-1801087429,1987940893
1961569557,-1847198178
1835655066,-710220532
-1801087429,113562075
-1801087429,1697951597
-83193022,-1801087429
1835655066,487012711
621356368,-221544830
617370859,-427765132
491888334,-1860720331
-1801087429,1183478307
-1801087429,-1961675364
-918942443,-918942443
-918942443,24929495
-1225818300,-1864139573
-1801087429,956557263
457552811,-1801087429
-1497153642,-1185934349
-1801087429,-210005695
-1801087429,-1091002938
-1801087429,1576245961
-2037013040,-282142066
-595178274,-1801087429
1986967205,-1839715781
-1801087429,-2039305630
-1801087429,-1899178498
-2037013040,-1864139573
1986967205,-1569318358
-1801087429,-530328475
-163830266,1961569557
-1801087429,-502733073
-1801087429,1004724433
-1801087429,-1069029075
491888334,-1644404251
-1801087429,-107920787
554200696,554200696
-1801087429,-1842008278
942226202,991226359
-1801087429,-241916278
-132616858,-1801087429
-1995245841,621356368
-1801087429,-1131094639
-1801087429,515604409
2130599967,-509386585
-1801087429,-693598352
1330504117,24929495
-1801087429,364179142
1143294452,1143294452
1986967205,-726374341
-1801087429,-952141759
-1801087429,2019674397
2063986442,-1801087429
519424646,24929495
1986967205,1372420362
1986967205,-1705810544
-1801087429,-809281348
-1801087429,-494769257
-1721828196,-1801087429
-2037013040,183969021
-1801087429,-1879536364
-1801087429,2124537710
1835655066,-1360869149
-694156142,-694156142
1961569557,-777846066
1835655066,1330504117
-1801087429,-302662881
-1626194318,-652712392
-965977256,1814357344
-1801087429,664523970
-777846066,-1801087429
604070617,-1801087429
-1225818300,-222678363
-1801087429,2126378859
-1801087429,951531892
-1801087429,1413913870
1961569557,-132616858
-1078067493,-1801087429
1986967205,-121806766
1961569557,-1415355159
-1097896397,-1801087429
-1497153642,991009712
-1801087429,233307764
621356368,-1282044628
1835655066,1143294452
-1225818300,-221544830
-222678363,-471439348
1220240090,1047832301
1835655066,-124597652
-1801087429,391829498
491888334,-1864139573
-1801087429,2145696868
519424646,519424646
1986967205,-2124395337
654759381,654759381
-1801087429,-1815681915
-1801087429,-728945421
-1225818300,621356368
1961569557,-345147420
-1801087429,-1285348138
-1801087429,-1053658481
-1225818300,1986967205
-1801087429,-956019619
-977293685,-977293685
-1801087429,1016769805
-1801087429,-573870552
1961569557,1372277575
-1801087429,-779287077
-427765132,-427765132
197538249,-1860720331
1252973690,1252973690
-1801087429,1455779665
-1360869149,24929495
-1225818300,1657894463
1835655066,1067862573
-1626194318,-977293685
621356368,-1995245841
1986967205,-912333382
-1626194318,-825196314
197538249,-2037013040
-1617651259,-1801087429
-1801087429,-632951870
-1801087429,1463337164
-131941513,-131941513
-1801087429,1984680905
1961569557,-1829970860
-1801087429,-975932875
621356368,183969021
-1860720331,59745858
-1801087429,-1112970670
-1801087429,253209793
223271653,-1801087429
491888334,1986967205
1835655066,308708682
-1801087429,254511310
-1801087429,-658655012
-825196314,-825196314
-1801087429,2080539062
1067862573,24929495
2063986442,1252973690
1961569557,1148841111
-1801087429,2033407603
-1225818300,-33012052
-1801087429,157209191
-1801087429,1598608527
1961569557,-1801087429
-1626194318,1380812698
-1801087429,-165782623
-630388249,-1801087429
-1995245841,-918888059
1380812698,1380812698
-1801087429,364936728
-1801087429,-41982376
1835655066,198430129
654759381,24929495
-1801087429,1519640365
1961569557,1294887378
1452135030,554200696
1961569557,457552811
1881109011,-1801087429
-134657831,-1864139573
-1801087429,2088341087
-221544830,-1644404251
-1801087429,-216017146
-1225818300,-977293685
1961569557,1881109011
-1801087429,1092870420
491888334,-134657831
-1225818300,-1801265286
1961569557,2063986442
1835655066,1693424691
1961569557,-878496390
-1801265286,-1801265286
-1801087429,978538583
1330504117,1330504117
-1415355159,-1801087429
-1282044628,-1644404251
621356368,621356368
308708682,24929495
-1801087429,-2036968342
-1801087429,-9329879
1961569557,617370859
-1282044628,-221544830
-1801087429,-1457230629
-1801087429,1423095497
-1829970860,-1801087429
-1801087429,1428365534
1047832301,1047832301
1252973690,24929495
-1801087429,671972871
1986967205,-1545350538
59745858,720175125
-1801087429,875980253
-1801087429,1165375899
-163830266,-163830266
1961569557,-83193022
-1801087429,797443002
235307786,24929495
621356368,-1182776793
1835655066,-1870222493
-1801087429,1105472896
-485228073,-1801087429
1835655066,477235052
-1801087429,1901407504
1961569557,600395150
-531819316,24929495
1986967205,290790891
-1801087429,1830254931
-1801087429,1292767521
1961569557,-1617651259
73463418,-1801087429
1143294452,24929495
-1801087429,1657079957
1835655066,235307786
1961569557,-595178274
451616324,-1801087429
-1225818300,-652712392
-1626194318,197538249
-1626194318,-1174709617
-514626040,-514626040
-1801087429,1495490874
1452135030,1986967205
-1801087429,55557892
-1801087429,51468098
-1801087429,2064315255
-1801087429,1158654324
-1801087429,-678496529
197538249,1220240090
-2037013040,491888334
-1801087429,21171641
-1225818300,-131941513
1693424691,1693424691
1986967205,521988886
-1801087429,908925064
1372277575,-1801087429
-1801087429,2014449251
-965977256,-134657831
1986967205,1786685570
-1626194318,-222678363
-694156142,1986967205
617370859,1204013735
-1801087429,-1222955118
-1801087429,-227911502
-1801087429,912953521
-1801087429,2113969290
-1801087429,192602885
1835655066,654759381
-1995245841,-584806685
-1801087429,798245602
1961569557,-951789940
-1801087429,1428692346
-1801087429,-1844759411
-1801087429,210030104
-1225818300,-471439348
-1801087429,1287737915
-1801087429,-1916525252
-1801087429,989434770
491888334,-2037013040
1986967205,-1247959870
-1225818300,554200696
-1995245841,-1995245841
-1801087429,-883401856
477235052,477235052
1961569557,1961569557
-1801087429,-1904112608
-1801087429,-1149094117
-1801087429,387112907
-1801087429,1092284884
-1801087429,-1801087429
-381839965,-381839965
-1801087429,1402916698
617370859,-1801087429
-1626194318,1986967205
-124597652,-124597652
384687699,384687699
99793265,-1801087429
617370859,-381839965
-1801087429,-348963968
-1801087429,1815897735
-222678363,-222678363
491888334,-163830266
-1801087429,-1807448431
-1801087429,-1765618687
1961569557,1631770821
1294887378,-1801087429
1148841111,-1801087429
2130599967,554200696
1986967205,829958421
1986967205,-1374660466
-1225818300,-825196314
491888334,491888334
-1801087429,946079325
-1801087429,1121342443
-427765132,24929495
1961569557,883081567
1097411397,-1801087429
1390465663,1390465663
1961569557,-1721828196
-1801087429,-338000140
-1801087429,-1646924553
