623887452,1248542736
-1812590770,-1812590770
485099878,485099878
762662053,762662053
-98476207,-98476207
623887452,524695137
53567113,53567113
1290105153,1290105153
623887452,1979439408
-1812590770,-1915359548
2109525324,2109525324
1955454325,1955454325
1441520803,1441520803
1469508982,1469508982
623887452,-98476207
297369262,-773410197
623887452,-773410197
-1812590770,1441520803
-1812590770,1706535221
623887452,-912823263
623887452,863543751
623887452,-1367053634
623887452,1252637728
-773410197,-773410197
297369262,863543751
1252637728,1252637728
623887452,485099878
297369262,1248542736
623887452,1290105158
623887452,1469508982
623887452,1370028947
297369262,623887452
623887452,1290105153
623887452,-1812590770
-912823263,-912823263
623887452,1955454325
297369262,748088012
1706535221,1706535221
623887452,53567113
623887452,1706535221
297369262,762662053
1525737630,1525737630
-1812590770,-1367053634
623887452,2123351832
1441520803,-1915359548
524695137,524695137
-1812590770,1252637728
1248542736,1248542736
-1497153642,-1185934349
623887452,2069949086
-1497153642,991009712
1290105158,1290105158
297369262,297369262
623887452,1441520803
863543751,863543751
623887452,2109525324
623887452,762662053
2123351832,2123351832
623887452,623887452
-1915359548,1557000851
1979439408,1979439408
623887452,1525737630
623887452,1958691666
1370028947,1370028947
