1561860757,837557964
1427326004,1323675372
837557964,837557964
775317295,-1644404251
775317295,-1708568570
-680704693,1335437002
-930082321,1561860757
-515932785,-515932785
-515932785,193642462
1561860757,458954580
1561860757,1610786795
698409992,698409992
1112402085,1112402085
-680704693,702289185
-903161068,-829846740
-903161068,1062478138
-924538174,-1736957821
775317295,775317295
-903161068,183571622
-903161068,231313507
1323675372,1323675372
1335437002,837557964
-680704693,-129642334
-1216034235,-1216034235
-129642334,-1708568570
-903161068,-924538174
-1827509826,-930082321
-903161068,-1736957821
775317295,-1799538840
-930082321,1577085518
-1481011445,-1644404251
-1481011445,-1481011445
-924538174,957205361
231313507,231313507
775317295,-866147854
-1708568570,1561860757
1102249931,135553798
-1216034235,-1708568570
1427326004,-1644404251
-1736957821,-1736957821
1335437002,1335437002
775317295,1577085518
-903161068,-1737439394
-1827509826,1577085518
-1497153642,991009712
-1216034235,1541690683
702289185,-1216034235
-1216034235,233476655
-680704693,-2076811278
-680704693,-1708568570
-924538174,183571622
231313507,-1644404251
-930082321,458954580
-1481011445,-1799538840
-930082321,775317295
1561860757,1112402085
1112402085,-1644404251
-2076811278,-2076811278
775317295,-129642334
-296518897,-296518897
-1481011445,-866147854
-1719359648,-1719359648
193642462,193642462
957205361,957205361
-924538174,231313507
-903161068,220997974
-680704693,-1827509826
-1708568570,-1799538840
-903161068,698409992
-1799538840,-1799538840
1335437002,1561860757
-680704693,-296518897
1112402085,1427326004
1561860757,1577085518
233476655,233476655
-680704693,-1719359648
-930082321,-1644404251
-1827509826,458954580
-1827509826,1561860757
-680704693,-680704693
1577085518,1577085518
-680704693,-1644404251
-924538174,946079325
-680704693,-930082321
-1827509826,-1644404251
231313507,1102249931
1335437002,-1644404251
1335437002,233476655
-924538174,-680704693
-924538174,-924538174
-924538174,698409992
-930082321,-1481011445
-1737439394,-1737439394
-903161068,-903161068
458954580,458954580
-903161068,957205361
233476655,1112402085
775317295,1561860757
1427326004,1427326004
-1497153642,-1185934349
-866147854,-1708568570
-1708568570,-1708568570
1561860757,671972871
-1827509826,-515932785
-1216034235,-930082321
1561860757,233476655
233476655,-1644404251
775317295,458954580
-1481011445,-1708568570
-129642334,-129642334
-924538174,-1737439394
